X,Y,OBJECTID,COUNTY,UNIQUE_ID,MONUMENT_NAME,RANGE,STATE_PLANE_ZONE,EASTING,NORTHING,LONGITUDE,LATITUDE
751309.4587,428786.7802,1225,INDIAN RIVER,IR R-017,R-017,R,East_Zone,841627.66,1267337.17,-80.42622688,27.81900847
753241.3022,425042.6502,1226,INDIAN RIVER,IR R-031,R-031,R,East_Zone,847677.78,1254929.7,-80.4076951,27.78480245
753869.0149,423711.3198,1227,INDIAN RIVER,IR R-036,R-036,R,East_Zone,849634.45,1250522.57,-80.40171012,27.77265446
754136.2666,423177.0094,1228,INDIAN RIVER,IR R-038,R-038,R,East_Zone,850470.11,1248752.61,-80.39915274,27.76777493
755151.092,421263.2966,1229,INDIAN RIVER,IR R-045,R-045,R,East_Zone,853652.54,1242408.64,-80.38940949,27.75028256
755279.1848,421009.4977,1230,INDIAN RIVER,IR R-046,R-046,R,East_Zone,854053.25,1241567.81,-80.38818355,27.74796436
756623.4022,417315.8689,1231,INDIAN RIVER,IR R-059,R-059,R,East_Zone,858175.87,1229372.23,-80.37562923,27.71436308
756716.0479,416974.0166,1232,INDIAN RIVER,IR R-060,R-060,R,East_Zone,858453.02,1228246.03,-80.37479032,27.71126156
757931.8807,413455.8054,1233,INDIAN RIVER,IR R-072,R-072,R,East_Zone,862167.63,1216634.72,-80.36349538,27.67927189
758522.0425,411410.2508,1234,INDIAN RIVER,IR R-079,R-079,R,East_Zone,863943.62,1209892.95,-80.35811655,27.66070303
759933.0876,406557.2505,1235,INDIAN RIVER,IR R-096,R-096,R,East_Zone,868192.85,1193897.42,-80.34525208,27.6166451
760244.2578,406075.943,1236,INDIAN RIVER,IR R-098,R-098,R,East_Zone,869177.06,1192297.39,-80.34223925,27.61222975
775441.6095,367728.1252,1237,MARTIN,MI R-001,R-001,R,East_Zone,916051.352,1065574.612,-80.20002272,27.26291209
786052.4016,342738.5142,1238,MARTIN,MI R-100,R-100,R,East_Zone,948915.089,982930.568,-80.10069302,27.03497803
786134.0564,342500.6435,1239,MARTIN,MI R-101,R-101,R,East_Zone,949164.292,982145.408,-80.09994478,27.03281346
786246.5048,342253.6373,1240,MARTIN,MI R-102,R-102,R,East_Zone,949513.966,981327.879,-80.09888868,27.03055787
786347.1631,342008.4969,1241,MARTIN,MI R-103,R-103,R,East_Zone,949825.04,980517.4,-80.09795103,27.02832242
670314.4025,190727.4077,1242,MONROE,MO V-495,V-495,V,East_Zone,556448.98,494509.79,-81.30281896,25.69378002
665313.6285,190343.2965,1243,MONROE,MO V-496,V-496,V,East_Zone,539993.33,493647.56,-81.35278318,25.69129534
664992.629,191701.7227,1244,MONROE,MO V-497,V-497,V,East_Zone,539046.67,498121.7,-81.35569443,25.70359864
665890.452,193671.9089,1245,MONROE,MO V-498,V-498,V,East_Zone,542151.83,504502.85,-81.34631499,25.72117861
664624.2406,194673.0824,1246,MONROE,MO V-499,V-499,V,East_Zone,538072.2,507881.72,-81.35873438,25.73044532
663446.3122,195769.652,1247,MONROE,MO V-500,V-500,V,East_Zone,534290.06,511565.98,-81.37025457,25.74055349
662315.3967,196917.0252,1248,MONROE,MO V-501,V-501,V,East_Zone,530666.32,515412.86,-81.38129689,25.75110941
662273.2427,198550.071,1249,MONROE,MO V-502,V-502,V,East_Zone,530657.26,520764.12,-81.38137144,25.76583279
661089.0389,199640.3972,1250,MONROE,MO V-503,V-503,V,East_Zone,526853.89,524428.33,-81.39296131,25.77588372
659647.8836,200433.8385,1251,MONROE,MO V-504,V-504,V,East_Zone,522182.94,527140.58,-81.40718079,25.78330713
658291.7831,201515.2446,1252,MONROE,MO V-505,V-505,V,East_Zone,517814.13,530789.09,-81.42049286,25.79330779
656715.2046,201850.2759,1253,MONROE,MO V-506,V-506,V,East_Zone,512661.96,532010.78,-81.43616372,25.79662299
655095.9207,202043.9858,1254,MONROE,MO V-507,V-507,V,East_Zone,507358.3,532773.01,-81.45229107,25.79867092
653564.6647,202533.9944,1255,MONROE,MO V-508,V-508,V,East_Zone,502367.21,534498.56,-81.46747931,25.80337055
643929.8084,746605.0099,1256,NASSAU,NA R-001,R-001,R,East_Zone,514304.603,2316481.907,-81.45139004,30.70463869
646246.9148,745990.8339,1257,NASSAU,NA R-010,R-010,R,East_Zone,521860.637,2314281.778,-81.42732146,30.69867101
646181.0766,745682.176,1258,NASSAU,NA R-011,R-011,R,East_Zone,521619.532,2313275.643,-81.42807636,30.69590222
646120.3085,745401.8886,1259,NASSAU,NA R-012,R-012,R,East_Zone,521397.366,2312362.069,-81.42877208,30.69338811
646140.1117,745051.9026,1260,NASSAU,NA R-013,R-013,R,East_Zone,521434.029,2311213.582,-81.42864149,30.69023084
646131.2524,744751.3626,1261,NASSAU,NA R-014,R-014,R,East_Zone,521380.612,2310229.448,-81.42879947,30.6875245
646076.3209,744437.4425,1262,NASSAU,NA R-015,R-015,R,East_Zone,521174.88,2309205.197,-81.42944149,30.68470626
646120.9746,744099.2032,1263,NASSAU,NA R-016,R-016,R,East_Zone,521294.067,2308093.202,-81.42904882,30.68165019
646071.5413,743834.5061,1264,NASSAU,NA R-017,R-017,R,East_Zone,521110.368,2307229.811,-81.42962267,30.67927445
646018.7975,743538.7563,1265,NASSAU,NA R-018,R-018,R,East_Zone,520913.287,2306264.933,-81.43023782,30.67661953
645992.8614,743293.2153,1266,NASSAU,NA R-019,R-019,R,East_Zone,520808.268,2305462.418,-81.43056209,30.67441199
644225.3534,746532.9762,1267,NASSAU,NA R-002,R-002,R,East_Zone,515268.876,2316221.931,-81.4483186,30.70393454
645961.3646,743000.2436,1268,NASSAU,NA R-020,R-020,R,East_Zone,520681.155,2304504.929,-81.43095473,30.67177812
645954.3816,742727.7023,1269,NASSAU,NA R-021,R-021,R,East_Zone,520636.164,2303612.408,-81.43108694,30.66932374
645893.8831,742413.229,1270,NASSAU,NA R-022,R-022,R,East_Zone,520412.11,2302586.811,-81.43178704,30.66650159
645860.1336,742096.9939,1271,NASSAU,NA R-023,R-023,R,East_Zone,520275.718,2301553.28,-81.4322082,30.66365855
645851.0619,741850.0508,1272,NASSAU,NA R-024,R-024,R,East_Zone,520225.943,2300744.816,-81.43235661,30.66143522
645826.2617,741548.2851,1273,NASSAU,NA R-025,R-025,R,East_Zone,520120.099,2299757.98,-81.43268115,30.65872088
645781.3804,741279.2389,1274,NASSAU,NA R-026,R-026,R,East_Zone,519950.986,2298879.987,-81.43320822,30.65630512
645761.1324,741018.1499,1275,NASSAU,NA R-027,R-027,R,East_Zone,519863.378,2298026.078,-81.43347636,30.65395645
645720.2292,740684.8782,1276,NASSAU,NA R-028,R-028,R,East_Zone,519702.122,2296937.311,-81.4339758,30.65096126
645652.6919,740393.5647,1277,NASSAU,NA R-029,R-029,R,East_Zone,519456.834,2295988.191,-81.43474416,30.64834913
644490.4952,746460.0666,1278,NASSAU,NA R-003,R-003,R,East_Zone,516133.282,2315961.548,-81.44556495,30.70322812
645610.7404,740086.7815,1279,NASSAU,NA R-030,R-030,R,East_Zone,519294.281,2294986.312,-81.43524874,30.64559282
645585.8054,739787.9017,1280,NASSAU,NA R-031,R-031,R,East_Zone,519188.226,2294008.957,-81.43557394,30.64290453
645493.8596,739524.3615,1281,NASSAU,NA R-032,R-032,R,East_Zone,518865.061,2293152.825,-81.43659096,30.64054722
645426.8367,739208.235,1282,NASSAU,NA R-033,R-033,R,East_Zone,518619.449,2292122.365,-81.43735919,30.63771143
645377.6843,738907.4959,1283,NASSAU,NA R-034,R-034,R,East_Zone,518433.745,2291140.883,-81.4379375,30.63501094
645344.4294,738599.5132,1284,NASSAU,NA R-035,R-035,R,East_Zone,518299.64,2290134.382,-81.43835142,30.6322422
645284.3401,738344.7784,1285,NASSAU,NA R-036,R-036,R,East_Zone,518081.758,2289304.535,-81.43903386,30.62995827
645236.9211,738043.6732,1286,NASSAU,NA R-037,R-037,R,East_Zone,517901.713,2288321.72,-81.43959408,30.62725416
645255.0021,737724.4572,1287,NASSAU,NA R-038,R-038,R,East_Zone,517935.216,2287274.265,-81.43947455,30.62437462
645152.1486,737411.4944,1288,NASSAU,NA R-039,R-039,R,East_Zone,517572.236,2286257.084,-81.44061586,30.62157405
644804.5467,746524.4318,1289,NASSAU,NA R-004,R-004,R,East_Zone,517169.354,2316147.056,-81.44227074,30.70374942
645201.662,737104.7777,1290,NASSAU,NA R-040,R-040,R,East_Zone,517709.934,2285248.049,-81.44016556,30.61880127
645082.183,736881.9732,1291,NASSAU,NA R-041,R-041,R,East_Zone,517299.677,2284527.642,-81.44146078,30.61681614
645025.5397,736525.3902,1292,NASSAU,NA R-042,R-042,R,East_Zone,517084.856,2283363.799,-81.44212914,30.61361392
645073.1991,736245.9757,1293,NASSAU,NA R-043,R-043,R,East_Zone,517218.68,2282444.382,-81.44169226,30.6110875
644988.1961,736007.1928,1294,NASSAU,NA R-044,R-044,R,East_Zone,516920.301,2281668.835,-81.44263104,30.60895196
645005.3496,735702.0142,1295,NASSAU,NA R-045,R-045,R,East_Zone,516951.897,2280667.468,-81.44251809,30.60619911
644987.5062,735390.0809,1296,NASSAU,NA R-046,R-046,R,East_Zone,516868.06,2279646.801,-81.44277181,30.60339195
644831.1673,735098.7141,1297,NASSAU,NA R-047,R-047,R,East_Zone,516331.243,2278704.728,-81.44446625,30.60079597
644971.0448,734811.0482,1298,NASSAU,NA R-048,R-048,R,East_Zone,516767.13,2277750.825,-81.44306889,30.598178
644920.1956,734496.8942,1299,NASSAU,NA R-049,R-049,R,East_Zone,516574.763,2276725.558,-81.44366745,30.59535701
645094.9799,746561.6159,1300,NASSAU,NA R-005,R-005,R,East_Zone,518125.697,2316245.406,-81.43922908,30.70403015
644896.0152,734223.7235,1301,NASSAU,NA R-050,R-050,R,East_Zone,516473.262,2275832.425,-81.44397885,30.5929003
644939.3059,733936.1409,1302,NASSAU,NA R-051,R-051,R,East_Zone,516592.087,2274886.614,-81.44358936,30.59030114
644922.5734,733655.6611,1303,NASSAU,NA R-052,R-052,R,East_Zone,516514.444,2273968.933,-81.44382462,30.58777719
644902.3383,733367.7226,1304,NASSAU,NA R-053,R-053,R,East_Zone,516424.699,2273027.098,-81.44409802,30.5851867
644908.1629,733095.8321,1305,NASSAU,NA R-054,R-054,R,East_Zone,516421.802,2272135.741,-81.44409606,30.58273594
644926.8904,732829.5202,1306,NASSAU,NA R-055,R-055,R,East_Zone,516461.715,2271261.621,-81.44395827,30.58033303
644942.4754,732473.7096,1307,NASSAU,NA R-056,R-056,R,East_Zone,516484.065,2270094.504,-81.44387263,30.57712435
644929.6946,732142.5786,1308,NASSAU,NA R-057,R-057,R,East_Zone,516415.294,2269010.55,-81.44407758,30.57414333
644907.9658,731843.2483,1309,NASSAU,NA R-058,R-058,R,East_Zone,516319.723,2268031.52,-81.44436899,30.57145051
644923.017,731549.9049,1310,NASSAU,NA R-059,R-059,R,East_Zone,516345.38,2267069.135,-81.44427541,30.56880476
645367.1224,746596.477,1311,NASSAU,NA R-006,R-006,R,East_Zone,519021.813,2316337.626,-81.43637897,30.70429331
644988.1991,731238.2305,1312,NASSAU,NA R-060,R-060,R,East_Zone,516534.125,2266042.635,-81.44366285,30.5659845
644985.0483,730954.6499,1313,NASSAU,NA R-061,R-061,R,East_Zone,516500.819,2265113.715,-81.44375705,30.56343012
645034.5796,730630.2835,1314,NASSAU,NA R-062,R-062,R,East_Zone,516637.159,2264046.899,-81.44331053,30.56049844
645040.4591,730352.6398,1315,NASSAU,NA R-063,R-063,R,East_Zone,516633.98,2263136.706,-81.44330926,30.55799588
645076.5099,730057.2076,1316,NASSAU,NA R-064,R-064,R,East_Zone,516728.409,2262165.79,-81.44299713,30.55532741
645104.8955,729780.8375,1317,NASSAU,NA R-065,R-065,R,East_Zone,516799.219,2261257.954,-81.44276084,30.55283212
645147.352,729505.7973,1318,NASSAU,NA R-066,R-066,R,East_Zone,516916.33,2260353.34,-81.44237752,30.55034619
645158.7066,729220.7821,1319,NASSAU,NA R-067,R-067,R,East_Zone,516930.53,2259418.559,-81.44232075,30.54777621
645246.497,728930.8644,1320,NASSAU,NA R-068,R-068,R,East_Zone,517195.265,2258461.537,-81.44146787,30.54514777
645278.5027,728613.1902,1321,NASSAU,NA R-069,R-069,R,East_Zone,517274.618,2257418.083,-81.44120282,30.54227969
645604.9405,746430.5007,1322,NASSAU,NA R-007,R-007,R,East_Zone,519788.994,2315774.484,-81.43393102,30.70275319
645339.9762,728318.6864,1323,NASSAU,NA R-070,R-070,R,East_Zone,517452.588,2256448.167,-81.44062546,30.53961486
645440.0598,728022.7313,1324,NASSAU,NA R-071,R-071,R,East_Zone,517757.196,2255470.377,-81.43964579,30.53692973
645522.5129,727761.2152,1325,NASSAU,NA R-072,R-072,R,East_Zone,518006.714,2254606.854,-81.43884256,30.53455818
645603.0989,727471.3189,1326,NASSAU,NA R-073,R-073,R,East_Zone,518247.806,2253650.497,-81.43806499,30.53193129
645679.9552,727165.7905,1327,NASSAU,NA R-074,R-074,R,East_Zone,518475.39,2252643.225,-81.43732974,30.52916426
645752.9549,726882.4628,1328,NASSAU,NA R-075,R-075,R,East_Zone,518692.111,2251709.008,-81.43662993,30.52659797
645805.0679,726662.2088,1329,NASSAU,NA R-076,R-076,R,East_Zone,518845.368,2250983.14,-81.43613427,30.52460385
645767.1607,726344.8909,1330,NASSAU,NA R-077,R-077,R,East_Zone,518695.236,2249946.524,-81.43659834,30.52175211
645698.8868,726075.7532,1331,NASSAU,NA R-078,R-078,R,East_Zone,518449.31,2249070.225,-81.43736857,30.51934013
645562.2484,725808.0225,1332,NASSAU,NA R-079,R-079,R,East_Zone,517979.057,2248204.064,-81.43885129,30.51695363
645846.1562,746280.0654,1333,NASSAU,NA R-008,R-008,R,East_Zone,520568.588,2315261.997,-81.43144427,30.70135243
782910.0212,349240.5486,1334,MARTIN,MI R-074,R-074,R,East_Zone,939110.846,1004464.955,-80.13035142,27.09440055
783058.4086,348969.2339,1335,MARTIN,MI R-075,R-075,R,East_Zone,939576.703,1003565.006,-80.12893887,27.09191626
783212.3528,348729.2911,1336,MARTIN,MI R-076,R-076,R,East_Zone,940063.349,1002767.299,-80.1274603,27.08971279
783352.0301,348513.0766,1337,MARTIN,MI R-077,R-077,R,East_Zone,940505.014,1002048.401,-80.12611834,27.08772694
783515.7081,348282.2014,1338,MARTIN,MI R-078,R-078,R,East_Zone,941024.381,1001279.594,-80.12453872,27.08560231
783629.154,348032.0211,1339,MARTIN,MI R-079,R-079,R,East_Zone,941377.095,1000451.615,-80.12347254,27.08331809
776264.6295,365997.3103,1340,MARTIN,MI R-008,R-008,R,East_Zone,918617.314,1059843.771,-80.1922387,27.24710342
783745.7905,347781.5371,1341,MARTIN,MI R-080,R-080,R,East_Zone,941740.27,999622.386,-80.12237428,27.08103023
783882.7012,347545.1598,1342,MARTIN,MI R-081,R-081,R,East_Zone,942171.216,998837.708,-80.12106686,27.0788636
783997.7869,347295.6466,1343,MARTIN,MI R-082,R-082,R,East_Zone,942529.371,998011.779,-80.11998405,27.07658489
784096.6386,347038.759,1344,MARTIN,MI R-083,R-083,R,East_Zone,942833.575,997163.01,-80.11906755,27.07424439
784222.6059,346714.5959,1345,MARTIN,MI R-084,R-084,R,East_Zone,943221.48,996091.86,-80.11789869,27.07129059
784376.4148,346533.7647,1346,MARTIN,MI R-085,R-085,R,East_Zone,943712.436,995487.643,-80.11640319,27.06961914
784473.6443,346215.0984,1347,MARTIN,MI R-086,R-086,R,East_Zone,944006.33,994436.783,-80.11552285,27.06672294
784545.5961,346034.9753,1348,MARTIN,MI R-087,R-087,R,East_Zone,944228.303,993841.434,-80.1148537,27.06508107
784668.6286,345822.4012,1349,MARTIN,MI R-088,R-088,R,East_Zone,944615.548,993135.775,-80.11367916,27.06313257
784808.3058,345546.5765,1350,MARTIN,MI R-089,R-089,R,East_Zone,945052.403,992221.747,-80.11235675,27.06060996
776391.6065,365753.7776,1351,MARTIN,MI R-009,R-009,R,East_Zone,919015.082,1059036.523,-80.19103062,27.24487593
784950.1296,345287.7052,1352,MARTIN,MI R-090,R-090,R,East_Zone,945497.678,991363.039,-80.11100734,27.05823933
785048.8026,345053.6946,1353,MARTIN,MI R-091,R-091,R,East_Zone,945803.132,990589.16,-80.1100857,27.05610475
785167.9846,344810.428,1354,MARTIN,MI R-092,R-092,R,East_Zone,946175.246,989783.341,-80.10895999,27.053881
785284.8949,344561.1762,1355,MARTIN,MI R-093,R-093,R,East_Zone,946539.411,988958.112,-80.10785918,27.05160401
785386.9305,344307.1861,1356,MARTIN,MI R-094,R-094,R,East_Zone,946854.305,988118.563,-80.10691008,27.04928859
785485.5506,344050.033,1357,MARTIN,MI R-095,R-095,R,East_Zone,947157.718,987268.933,-80.1059965,27.04694566
785576.7132,343800.3539,1358,MARTIN,MI R-096,R-096,R,East_Zone,947437.222,986444.364,-80.10515586,27.04467212
785710.8891,343493.9748,1359,MARTIN,MI R-097,R-097,R,East_Zone,947853.527,985430.755,-80.10389916,27.04187592
785795.9515,343298.5297,1360,MARTIN,MI R-098,R-098,R,East_Zone,948117.35,984784.196,-80.10310287,27.04009231
785908.5551,343047.6406,1361,MARTIN,MI R-099,R-099,R,East_Zone,948467.224,983953.947,-80.10204631,27.03780175
776948.7267,154613.5554,1362,MONROE,MO V-301,V-301,V,East_Zone,903748.08,367680.04,-80.25034632,25.34320832
776203.5163,153185.5879,1363,MONROE,MO V-302,V-302,V,East_Zone,901184.5,363062.76,-80.25818555,25.3305437
774728.4383,152360.5347,1364,MONROE,MO V-303,V-303,V,East_Zone,896273.34,360479.79,-80.27309603,25.32351102
773183.7333,150848.3839,1365,MONROE,MO V-304,V-304,V,East_Zone,891077.63,355651.57,-80.28890224,25.31030334
772098.6162,149531.6655,1366,MONROE,MO V-305,V-305,V,East_Zone,887407.11,351426.2,-80.30007937,25.29873072
771755.5603,148433.2409,1367,MONROE,MO V-306,V-306,V,East_Zone,886191.15,347855.68,-80.30381574,25.28892411
771681.4617,146563.7552,1368,MONROE,MO V-307,V-307,V,East_Zone,885795.58,341737.33,-80.3051088,25.2720955
771019.9352,145074.2035,1369,MONROE,MO V-308,V-308,V,East_Zone,883502.04,336911.26,-80.31212383,25.25884935
770250.1464,143340.9218,1370,MONROE,MO V-309,V-309,V,East_Zone,880833.2,331295.46,-80.3202848,25.24343512
769667.8403,142113.9011,1371,MONROE,MO V-310,V-310,V,East_Zone,878821.24,327322.93,-80.32643177,25.23253273
768823.4036,140742.6571,1372,MONROE,MO V-311,V-311,V,East_Zone,875936.85,322899.15,-80.33522326,25.22040034
768037.2254,139110.8067,1373,MONROE,MO V-312,V-312,V,East_Zone,873222.59,317616.82,-80.34351111,25.2059028
767156.4365,137931.6713,1374,MONROE,MO V-313,V-313,V,East_Zone,870234.57,313825.27,-80.35260313,25.19551022
766185.0384,136631.2684,1375,MONROE,MO V-314,V-314,V,East_Zone,866939.22,309643.74,-80.36262851,25.18404801
765214.5128,135330.3729,1376,MONROE,MO V-315,V-315,V,East_Zone,863646.75,305460.48,-80.37264331,25.17258027
764252.7238,134024.5401,1377,MONROE,MO V-316,V-316,V,East_Zone,860382.62,301260.29,-80.38257079,25.16106486
763306.9834,132709.6228,1378,MONROE,MO V-317,V-317,V,East_Zone,857170.5,297028.99,-80.3923396,25.14946249
762370.4835,131389.4849,1379,MONROE,MO V-318,V-318,V,East_Zone,853988.35,292779.79,-80.40201619,25.1378098
761700.0884,130466.7755,1380,MONROE,MO V-319,V-319,V,East_Zone,851712.25,289811.07,-80.40893551,25.12966884
760799.8529,129227.7467,1381,MONROE,MO V-320,V-320,V,East_Zone,848655.85,285824.59,-80.41822549,25.11873638
759847.9694,127888.2881,1382,MONROE,MO V-321,V-321,V,East_Zone,845421.77,281513.21,-80.42805491,25.10691138
758812.5334,126638.6983,1383,MONROE,MO V-322,V-322,V,East_Zone,841920.73,277502.99,-80.43868531,25.09591739
757975.9726,125768.9582,1384,MONROE,MO V-323,V-323,V,East_Zone,839103.53,274721.15,-80.44723245,25.0882949
756432.9658,124164.8009,1385,MONROE,MO V-324,V-324,V,East_Zone,833907.4,269590.23,-80.46299428,25.07423436
755360.8731,122864.3922,1386,MONROE,MO V-325,V-325,V,East_Zone,830282.08,265416.32,-80.47399609,25.06278865
754355.1557,121607.0283,1387,MONROE,MO V-326,V-326,V,East_Zone,826878.23,261378.02,-80.48432532,25.05171289
752272.318,118981.6112,1388,MONROE,MO V-327,V-327,V,East_Zone,819827.32,252944.37,-80.50571664,25.02857906
751637.499,117365.4234,1389,MONROE,MO V-328,V-328,V,East_Zone,817612.2,247700.22,-80.51246349,25.01417116
750613.6527,116171.7886,1390,MONROE,MO V-329,V-329,V,East_Zone,814154.24,243871.99,-80.52294632,25.00367111
749120.8244,115431.3389,1391,MONROE,MO V-330,V-330,V,East_Zone,809193.45,241566.52,-80.53794908,24.99737454
748351.2636,113850.1439,1392,MONROE,MO V-331,V-331,V,East_Zone,806539,236447.76,-80.54601549,24.98331413
747358.6417,112582.8281,1393,MONROE,MO V-332,V-332,V,East_Zone,803177.76,232375.43,-80.55620328,24.97213903
746404.7381,111364.9895,1394,MONROE,MO V-333,V-333,V,East_Zone,799947.69,228462.04,-80.56599176,24.9613994
745223.102,110737.5177,1395,MONROE,MO V-334,V-334,V,East_Zone,796017.87,226501.44,-80.5778722,24.95603854
743752.8303,110061.1584,1396,MONROE,MO V-335,V-335,V,East_Zone,791136.62,224403.91,-80.59262449,24.95030781
742231.2641,109010.469,1397,MONROE,MO V-336,V-336,V,East_Zone,786056.77,221083.89,-80.60798547,24.94121325
741077.84,107888.1119,1398,MONROE,MO V-337,V-337,V,East_Zone,782179.7,217499.27,-80.61971672,24.93137976
739912.99,106718.8773,1399,MONROE,MO V-338,V-338,V,East_Zone,778261.4,213761.91,-80.63157177,24.92112531
738856.0386,105642.0274,1400,MONROE,MO V-339,V-339,V,East_Zone,774704.82,210318.52,-80.64233112,24.91167619
737744.7815,104509.8869,1401,MONROE,MO V-340,V-340,V,East_Zone,770965.57,206698.28,-80.65364132,24.90174091
736409.3949,103611.1818,1402,MONROE,MO V-341,V-341,V,East_Zone,766509.51,203860.97,-80.66710642,24.89396399
735017.9944,102802.0252,1403,MONROE,MO V-342,V-342,V,East_Zone,761876.87,201321.55,-80.68110041,24.88700669
733547.3962,101899.7287,1404,MONROE,MO V-343,V-343,V,East_Zone,756976.81,198483.24,-80.69590154,24.87922723
732417.2032,100730.7056,1405,MONROE,MO V-344,V-344,V,East_Zone,753172.69,194743.44,-80.70740096,24.86895915
731220.3523,99816.8361,1406,MONROE,MO V-345,V-345,V,East_Zone,749170.4,191845.06,-80.71949094,24.86100667
729854.2064,98966.9224,1407,MONROE,MO V-346,V-346,V,East_Zone,744617.62,189169.82,-80.73323827,24.85367019
728532.2098,98048.1301,1408,MONROE,MO V-347,V-347,V,East_Zone,740204.27,186265.26,-80.7465648,24.84570068
727270.906,97163.4991,1409,MONROE,MO V-348,V-348,V,East_Zone,735992.95,183467.71,-80.75927983,24.83802345
725310.6,97243.6255,1410,MONROE,MO V-349,V-349,V,East_Zone,729564.92,183887.73,-80.7786617,24.83920921
724346.8971,95449.1994,1411,MONROE,MO V-350,V-350,V,East_Zone,726257.37,178084.78,-80.78866293,24.82325517
723024.1145,94368.0234,1412,MONROE,MO V-351,V-351,V,East_Zone,721828.64,174647.9,-80.80203138,24.81381586
721381.9654,95284.8536,1413,MONROE,MO V-352,V-352,V,East_Zone,716512.26,177784.11,-80.81804741,24.82246642
719721.6347,93685.8265,1414,MONROE,MO V-353,V-353,V,East_Zone,710934.1,172677.17,-80.83488511,24.80843267
718238.8168,93062.4888,1415,MONROE,MO V-354,V-354,V,East_Zone,706017.03,170753.29,-80.84971562,24.80315415
716755.9838,92439.1729,1416,MONROE,MO V-355,V-355,V,East_Zone,701099.96,168829.42,-80.86454488,24.79787418
715273.1359,91815.8731,1417,MONROE,MO V-356,V-356,V,East_Zone,696182.89,166905.54,-80.87937288,24.7925927
713790.2728,91192.5955,1418,MONROE,MO V-357,V-357,V,East_Zone,691265.82,164981.67,-80.89419964,24.78730978
712450.2853,89474.5003,1419,MONROE,MO V-358,V-358,V,East_Zone,686730.04,159458.44,-80.90788317,24.77211988
711201.8133,88928.8197,1420,MONROE,MO V-359,V-359,V,East_Zone,682588.63,157769.99,-80.92036818,24.76748072
709566.3686,89417.3384,1421,MONROE,MO V-360,V-360,V,East_Zone,677259.92,159501.66,-80.93642567,24.77225365
707821.1067,88030.8745,1422,MONROE,MO V-361,V-361,V,East_Zone,671420.75,155097.4,-80.95402918,24.76014032
706469.9643,87146.3351,1423,MONROE,MO V-362,V-362,V,East_Zone,666915.38,152306.47,-80.96760888,24.7524637
704957.614,86467.5225,1424,MONROE,MO V-363,V-363,V,East_Zone,661897.41,150202.55,-80.98273127,24.74667656
703616.8687,85865.7582,1425,MONROE,MO V-364,V-364,V,East_Zone,657448.87,148337.38,-80.99613643,24.74154486
702558.2739,84350.9298,1426,MONROE,MO V-365,V-365,V,East_Zone,653853.51,143457.3,-81.00696931,24.72811554
701237.1057,83431.3516,1427,MONROE,MO V-366,V-366,V,East_Zone,649443.97,140548.88,-81.02025352,24.72011082
700573.2134,83326.4205,1428,MONROE,MO V-367,V-367,V,East_Zone,647256.68,140257.89,-81.02684302,24.71930902
698771.2641,84123.8599,1429,MONROE,MO V-368,V-368,V,East_Zone,641406.21,143014.87,-81.04447136,24.72689161
697121.574,83388.1912,1430,MONROE,MO V-369,V-369,V,East_Zone,635933.2,140735.19,-81.06095777,24.7206125
695683.6978,82016.1818,1431,MONROE,MO V-370,V-370,V,East_Zone,631104.74,136353.07,-81.07549729,24.70854696
695385.2076,80132.9418,1432,MONROE,MO V-371,V-371,V,East_Zone,629975.1,130204.73,-81.07888959,24.69162589
694051.9419,80062.8699,1433,MONROE,MO V-372,V-372,V,East_Zone,625593.8,130081.1,-81.0920859,24.69127817
692449.2959,79909.5126,1434,MONROE,MO V-373,V-373,V,East_Zone,620321.78,129705.87,-81.10796439,24.69023501
691722.1004,80962.6547,1435,MONROE,MO V-374,V-374,V,East_Zone,618018.93,133215.21,-81.1149094,24.69988704
689690.3565,81605.5881,1436,MONROE,MO V-375,V-375,V,East_Zone,611401.88,135483.7,-81.13484809,24.70611299
688091.9188,81427.0975,1437,MONROE,MO V-376,V-376,V,East_Zone,606141.61,135025.59,-81.15069241,24.70483726
686461.2614,80961.8117,1438,MONROE,MO V-377,V-377,V,East_Zone,600752.83,133630.03,-81.16692007,24.70097973
684945.351,80419.6335,1439,MONROE,MO V-378,V-378,V,East_Zone,595734.58,131973.29,-81.18202959,24.69640307
683429.4284,79877.4766,1440,MONROE,MO V-379,V-379,V,East_Zone,590716.33,130316.55,-81.19713799,24.6918249
681913.4935,79335.3408,1441,MONROE,MO V-380,V-380,V,East_Zone,585698.08,128659.81,-81.21224529,24.68724521
680258.8701,78743.6346,1442,MONROE,MO V-381,V-381,V,East_Zone,580220.77,126851.51,-81.22873329,24.68224483
678914.996,77856.1111,1443,MONROE,MO V-382,V-382,V,East_Zone,575739.94,124049.01,-81.24221363,24.67451165
677543.9973,77084.3094,1444,MONROE,MO V-383,V-383,V,East_Zone,571179.31,121627.86,-81.25593475,24.66782626
676109.0129,76356.8958,1445,MONROE,MO V-384,V-384,V,East_Zone,566412.25,119357.18,-81.27027691,24.66155258
674727.2256,75997.3808,1446,MONROE,MO V-385,V-385,V,East_Zone,561848.92,118288.03,-81.28401165,24.65858511
673104.1161,75544.1571,1447,MONROE,MO V-386,V-386,V,East_Zone,556486.21,116930.74,-81.30015085,24.65481869
671531.1905,74891.6822,1448,MONROE,MO V-387,V-387,V,East_Zone,551272.49,114916.35,-81.31583591,24.64924326
